taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,species,strain_name,genus_original,genus_id,genus
1303,1303,GCF_016127735.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus oralis,strain=FDAARGOS_1075,Streptococcus,1301.0,Streptococcus
1303,1303,GCF_016127915.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus oralis,strain=FDAARGOS_1021,Streptococcus,1301.0,Streptococcus
1303,1303,GCF_016549395.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus oralis,strain=SF100,Streptococcus,1301.0,Streptococcus
1303,1303,GCF_016888845.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus oralis,strain=SF100,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_000448685.2,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=HSISS4,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_000785515.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=NCTC 8618,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_001543085.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=JF,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_002073835.2,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=FDAARGOS_259,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_002094955.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=ATCC 27945,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_002094975.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=ATCC 25975,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_008305695.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=LAB813,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_009738205.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=ICDC1,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_009738225.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=ICDC2,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_009738245.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=ICDC3,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_013267495.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=FDAARGOS_771,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_013822985.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=DB-B5,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_016127535.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=FDAARGOS_1045,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_900475225.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=NCTC7366,Streptococcus,1301.0,Streptococcus
1304,1304,GCF_900636435.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus salivarius,strain=NCTC8618,Streptococcus,1301.0,Streptococcus
1305,1305,GCF_013343115.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis,strain=FDAARGOS_770,Streptococcus,1301.0,Streptococcus
1305,1305,GCF_013378355.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis,strain=CGMH058,Streptococcus,1301.0,Streptococcus
1305,1305,GCF_900475045.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis,strain=NCTC11085,Streptococcus,1301.0,Streptococcus
1305,1305,GCF_900475275.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis,strain=NCTC11086,Streptococcus,1301.0,Streptococcus
1305,1305,GCF_900475505.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis,strain=NCTC7863,Streptococcus,1301.0,Streptococcus
1305,1305,GCF_900635155.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sanguinis,strain=NCTC 10904,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_000993745.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ZY05719,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_001272635.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=NSUI002,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_001572685.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=NSUI060,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_001610935.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=90-1330,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_001640765.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=DN13,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_001721625.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=GZ0565,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_001936415.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=SS2-1,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002111405.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=SC19,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002189695.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=LSM102,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002285535.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=SRD478,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002285735.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU2812,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002688665.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=CS100322,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002736265.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=HA0609,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002803825.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=CZ130302,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_002812525.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=AH681,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_003144175.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=HN105,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_003285225.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=0061,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_003285245.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=1081,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_003288175.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=SH0104,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_003352205.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=HA1003,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_003352225.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=SH1510,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_004843685.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=WUSS351,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_007724845.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=INT-01,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_013488085.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU1606,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_013488105.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU2514,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_013488125.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU2714,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_013488145.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU2414,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_013488165.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU2614,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_013488185.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ISU2660,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_014192345.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=DAT299,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_014192525.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=DAT300,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_014843055.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=16085/3b,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_014843075.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=13-00283-02,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_014843095.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=10,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_014874555.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=LSM178,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_015291825.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=YSJ17,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_015908885.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=YZDH1,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_015908985.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=YP20190405,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_016774475.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=ID33329,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_017309405.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=SC183,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_017372155.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=1112S,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_900475585.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=NCTC10234,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_901543625.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,strain=NCTC10237,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_902702745.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_902702755.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_902702765.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_902702775.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,,Streptococcus,1301.0,Streptococcus
1307,1307,GCF_902702785.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus suis,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_000971665.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=SMQ-301,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001008015.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=MN-BM-A02,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001280285.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=MN-BM-A01,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001514435.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=S9,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001663795.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=KLDS SM,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001685375.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=CS8,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001705585.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=KLDS 3.1003,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_001855705.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ND07,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_002012365.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=APC151,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_002286255.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ST3,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_002443035.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=B59671,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_002843115.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=DGCC 7710,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_002846075.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=GABA,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_002846155.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=EPS,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_003402855.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ST109,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_003443395.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ST106,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_004114735.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=IDCC2201,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_009856565.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=EU01,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_010120595.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ATCC 19258,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_011801285.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ST64987,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_013307185.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=CS5,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_013307265.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=CS9,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_013307285.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=CS18,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_015190465.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=TK-P3A,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017359825.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=24853,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017359885.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=24740,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017360005.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=24739,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017360085.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=24738,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017360165.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=13499,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017360245.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=13498,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017360305.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=13496,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_017584245.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=MAG_rmk202_sterm,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_018219175.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=DMST-H2,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_900094135.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=ACA-DC 2,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_900474985.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=NCTC12958,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_900492165.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,strain=N4L,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903884415.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903885985.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886075.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886195.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886205.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886285.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886345.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886385.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886475.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886505.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886595.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886635.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886645.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903886745.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890635.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890695.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890795.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890815.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890825.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890905.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890925.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903890945.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891015.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891025.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891105.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891135.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891195.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891205.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891245.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903891305.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1308,1308,GCF_903960675.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus thermophilus,,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_001558215.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=NG8,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_002995555.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=LAR01,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_006739205.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=NBRC 13955,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_008831325.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=MD,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_008831345.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=T8,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_008831365.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=UA140,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_009738105.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=NCH105,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_011765485.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=S4,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_011765505.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=S1,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_011765525.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=P6,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_011765545.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=P1,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_014842815.3,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=27-3,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_900475095.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=NCTC10449,Streptococcus,1301.0,Streptococcus
1309,1309,GCF_900636835.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus mutans,strain=NCTC10832,Streptococcus,1301.0,Streptococcus
1310,1310,GCF_003172975.1,Bacteria,,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus sobrinus,strain=10919,Streptococcus,1301.0,Streptococcus
